Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	04/11/19
8	Time	11:49
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Local
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
161:Disproportional Collapse T1 Column2 - Results - 26:Increment 26
 
	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
204	Line 25212	4058	8.9	117.682	-65.7	33.4471	92.135	133.442	0.0	14.4873	-92.7785E-6
205	Line 25212	4037	8.9	123.231	-65.7	-12.6304	162.187	344.755	0.0	59.214	0.793423E-3
206	Line 25212	4100	9.665	117.682	-65.7	33.4471	92.135	133.442	0.0	14.4873	-92.7785E-6
207	Line 25212	4067	9.665	123.231	-65.7	-12.6304	162.187	344.755	0.0	59.214	0.793423E-3
208	Line 25212	4014	8.9	128.78	-65.7	-73.2531	168.37	410.33	0.0	78.7022	-0.181608E-3
209	Line 25212	4041	9.665	128.78	-65.7	-73.2531	168.37	410.33	0.0	78.7022	-0.181608E-3
210	Line 25212	3986	8.9	134.329	-65.7	-117.345	179.758	492.103	0.0	93.851	1.05595E-3
211	Line 25212	3941	8.9	139.878	-65.7	-61.3078	126.428	258.378	0.0	0.869262	-38.5705E-6
212	Line 25212	4008	9.665	134.329	-65.7	-117.345	179.758	492.103	0.0	93.851	1.05595E-3
213	Line 25212	3973	9.665	139.878	-65.7	-61.3078	126.428	258.378	0.0	0.869262	-38.5705E-6
214	Line 25213	3941	8.9	139.878	-65.7	-61.3078	126.428	258.378	0.0	0.869262	-38.5705E-6
215	Line 25213	3926	8.9	142.018	-65.7	-113.978	214.642	339.07	0.0	39.0692	1.28357E-3
216	Line 25213	3973	9.665	139.878	-65.7	-61.3078	126.428	258.378	0.0	0.869262	-38.5705E-6
217	Line 25213	3952	9.665	142.018	-65.7	-113.978	214.642	339.07	0.0	39.0692	1.28357E-3
218	Line 25214	2942	8.9	-78.9947	-65.7	-18.3659	-29.4667	244.779	0.0	74.0459	0.497453E-3
219	Line 25214	2958	8.9	-73.4357	-65.7	9.5984	-93.9716	556.965	0.0	93.7534	3.11413E-3
220	Line 25214	2912	9.665	-78.9947	-65.7	-18.3659	-29.4667	244.779	0.0	74.0459	0.497453E-3
221	Line 25214	2923	9.665	-73.4357	-65.7	9.5984	-93.9716	556.965	0.0	93.7534	3.11413E-3
222	Line 25214	2975	8.9	-67.877	-65.7	-24.751	-112.007	558.168	0.0	165.364	2.82198E-3
223	Line 25214	2930	9.665	-67.877	-65.7	-24.751	-112.007	558.168	0.0	165.364	2.82198E-3
224	Line 25214	2993	8.9	-62.318	-65.7	-25.3941	-60.7681	299.383	0.0	90.0743	61.2464E-6
225	Line 25214	2953	9.665	-62.318	-65.7	-25.3941	-60.7681	299.383	0.0	90.0743	61.2464E-6
226	Line 25215	2932	8.9	-90.0	-65.7	-81.6783	-10.0868	236.107	0.0	65.949	16.5681E-6
227	Line 25215	2892	9.665	-90.0	-65.7	-81.6783	-10.0868	236.107	0.0	65.949	16.5681E-6
228	Line 25215	2936	8.9	-84.4973	-65.7	-126.412	-37.731	457.047	0.0	152.981	2.09592E-3
229	Line 25215	2903	9.665	-84.4973	-65.7	-126.412	-37.731	457.047	0.0	152.981	2.09592E-3
230	Line 25215	2942	8.9	-78.9947	-65.7	-18.3659	-29.4667	244.779	0.0	74.0459	0.497453E-3
231	Line 25215	2912	9.665	-78.9947	-65.7	-18.3659	-29.4667	244.779	0.0	74.0459	0.497453E-3
232	Line 25216	2992	8.9	-117.682	-65.7	-20.1387	54.3963	331.698	0.0	56.769	-11.6902E-6
233	Line 25216	2972	8.9	-112.123	-65.7	-24.9625	82.1665	579.593	0.0	129.4	-3.28117E-3
234	Line 25216	2947	9.665	-117.682	-65.7	-20.1387	54.3963	331.698	0.0	56.769	-11.6902E-6
235	Line 25216	2957	8.9	-106.564	-65.7	13.3602	52.0157	536.242	0.0	109.875	-0.20766E-3
236	Line 25216	2926	9.665	-112.123	-65.7	-24.9625	82.1665	579.593	0.0	129.4	-3.28117E-3
237	Line 25216	2941	8.9	-101.005	-65.7	-20.8388	16.2943	251.625	0.0	62.1299	-0.844443E-3
238	Line 25216	2920	9.665	-106.564	-65.7	13.3602	52.0157	536.242	0.0	109.875	-0.20766E-3
239	Line 25216	2910	9.665	-101.005	-65.7	-20.8388	16.2943	251.625	0.0	62.1299	-0.844443E-3
240	Line 25217	2941	8.9	-101.005	-65.7	-20.8388	16.2943	251.625	0.0	62.1299	-0.844443E-3
241	Line 25217	2910	9.665	-101.005	-65.7	-20.8388	16.2943	251.625	0.0	62.1299	-0.844443E-3
242	Line 25217	2935	8.9	-95.5027	-65.7	-130.985	-0.774787	471.88	0.0	136.601	-1.65915E-3
243	Line 25217	2898	9.665	-95.5027	-65.7	-130.985	-0.774787	471.88	0.0	136.601	-1.65915E-3
244	Line 25217	2932	8.9	-90.0	-65.7	-81.6783	-10.0868	236.107	0.0	65.949	16.5681E-6
245	Line 25217	2892	9.665	-90.0	-65.7	-81.6783	-10.0868	236.107	0.0	65.949	16.5681E-6
246	Line 25218	4110	8.9	101.005	-65.7	-19.0489	126.453	36.6073	0.0	-14.2241	-98.9542E-6
247	Line 25218	4138	9.665	101.005	-65.7	-19.0489	126.453	36.6073	0.0	-14.2241	-98.9542E-6
248	Line 25218	4077	8.9	112.123	-65.7	118.173	240.433	167.718	0.0	30.3214	6.57504E-3
249	Line 25218	4094	8.9	106.564	-65.7	77.9389	248.11	185.737	0.0	-85.5186	7.41109E-3
250	Line 25218	4130	9.665	106.564	-65.7	77.9389	248.11	185.737	0.0	-85.5186	7.41109E-3
251	Line 25218	4123	9.665	112.123	-65.7	118.173	240.433	167.718	0.0	30.3214	6.57504E-3
252	Line 25218	4058	8.9	117.682	-65.7	33.4471	92.135	133.442	0.0	14.4873	-92.7785E-6
253	Line 25218	4100	9.665	117.682	-65.7	33.4471	92.135	133.442	0.0	14.4873	-92.7785E-6
254	Line 25219	4120	8.9	90.0	-65.7	-174.141	13.991	-14.7028	0.0	-62.5448	-25.1531E-6
255	Line 25219	4116	8.9	95.5027	-65.7	-237.238	162.522	-13.0305	0.0	-58.6997	0.16082E-3
256	Line 25219	4157	9.665	90.0	-65.7	-174.141	13.991	-14.7028	0.0	-62.5448	-25.1531E-6
257	Line 25219	4110	8.9	101.005	-65.7	-19.0489	126.453	36.6073	0.0	-14.2241	-98.9542E-6
258	Line 25219	4151	9.665	95.5027	-65.7	-237.238	162.522	-13.0305	0.0	-58.6997	0.16082E-3
259	Line 25219	4138	9.665	101.005	-65.7	-19.0489	126.453	36.6073	0.0	-14.2241	-98.9542E-6
260	Line 25220	4059	8.9	62.318	-65.7	19.0045	-79.3138	151.293	0.0	13.9691	59.3263E-6
261	Line 25220	4104	9.665	62.318	-65.7	19.0045	-79.3138	151.293	0.0	13.9691	59.3263E-6
262	Line 25220	4095	8.9	73.4357	-65.7	119.001	-184.763	140.172	0.0	-31.3736	-4.12584E-3
263	Line 25220	4080	8.9	67.877	-65.7	91.0234	-187.45	177.558	0.0	50.093	-7.95705E-3
264	Line 25220	4126	9.665	67.877	-65.7	91.0234	-187.45	177.558	0.0	50.093	-7.95705E-3
265	Line 25220	4133	9.665	73.4357	-65.7	119.001	-184.763	140.172	0.0	-31.3736	-4.12584E-3
266	Line 25220	4111	8.9	78.9947	-65.7	-4.51301	-93.1398	60.4614	0.0	-48.6573	-1.97317E-3
267	Line 25220	4142	9.665	78.9947	-65.7	-4.51301	-93.1398	60.4614	0.0	-48.6573	-1.97317E-3
268	Line 25221	4111	8.9	78.9947	-65.7	-4.51301	-93.1398	60.4614	0.0	-48.6573	-1.97317E-3
269	Line 25221	4142	9.665	78.9947	-65.7	-4.51301	-93.1398	60.4614	0.0	-48.6573	-1.97317E-3
270	Line 25221	4117	8.9	84.4973	-65.7	-209.116	-113.313	47.3456	0.0	-107.117	-0.340204E-3
271	Line 25221	4152	9.665	84.4973	-65.7	-209.116	-113.313	47.3456	0.0	-107.117	-0.340204E-3
272	Line 25221	4120	8.9	90.0	-65.7	-174.141	13.991	-14.7028	0.0	-62.5448	-25.1531E-6
273	Line 25221	4157	9.665	90.0	-65.7	-174.141	13.991	-14.7028	0.0	-62.5448	-25.1531E-6
