Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	04/11/19
8	Time	11:48
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Local
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
93:Long Term S+HS - Results - 26:Increment 26
 
	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
203	Line 25211	3075	9.665	-139.878	-65.7	52.6351	-33.8865	290.974	0.0	-1.3979	32.1661E-6
204	Line 25212	4058	8.9	117.682	-65.7	113.41	82.5722	117.162	0.0	-44.2226	-14.3984E-6
205	Line 25212	4037	8.9	123.231	-65.7	160.983	142.232	299.62	0.0	-56.2276	0.752217E-3
206	Line 25212	4100	9.665	117.682	-65.7	113.41	82.5722	117.162	0.0	-44.2226	-14.3984E-6
207	Line 25212	4067	9.665	123.231	-65.7	160.983	142.232	299.62	0.0	-56.2276	0.752217E-3
208	Line 25212	4014	8.9	128.78	-65.7	121.59	144.215	350.598	0.0	-34.5521	-0.175863E-3
209	Line 25212	4041	9.665	128.78	-65.7	121.59	144.215	350.598	0.0	-34.5521	-0.175863E-3
210	Line 25212	3986	8.9	134.329	-65.7	105.106	157.184	413.722	0.0	-12.2467	1.16342E-3
211	Line 25212	3941	8.9	139.878	-65.7	21.5347	117.665	228.588	0.0	-22.2969	0.251959E-3
212	Line 25212	4008	9.665	134.329	-65.7	105.106	157.184	413.722	0.0	-12.2467	1.16342E-3
213	Line 25212	3973	9.665	139.878	-65.7	21.5347	117.665	228.588	0.0	-22.2969	0.251959E-3
214	Line 25213	3941	8.9	139.878	-65.7	21.5347	117.665	228.588	0.0	-22.2969	0.251959E-3
215	Line 25213	3926	8.9	142.018	-65.7	-31.0121	207.751	312.18	0.0	18.0065	1.53158E-3
216	Line 25213	3973	9.665	139.878	-65.7	21.5347	117.665	228.588	0.0	-22.2969	0.251959E-3
217	Line 25213	3952	9.665	142.018	-65.7	-31.0121	207.751	312.18	0.0	18.0065	1.53158E-3
218	Line 25214	2942	8.9	-78.9947	-65.7	60.8173	-24.4022	227.61	0.0	16.8047	99.4766E-6
219	Line 25214	2958	8.9	-73.4357	-65.7	175.254	-78.1153	500.007	0.0	0.754038	2.04095E-3
220	Line 25214	2912	9.665	-78.9947	-65.7	60.8173	-24.4022	227.61	0.0	16.8047	99.4766E-6
221	Line 25214	2923	9.665	-73.4357	-65.7	175.254	-78.1153	500.007	0.0	0.754038	2.04095E-3
222	Line 25214	2975	8.9	-67.877	-65.7	148.079	-91.9629	503.202	0.0	60.7439	2.10132E-3
223	Line 25214	2930	9.665	-67.877	-65.7	148.079	-91.9629	503.202	0.0	60.7439	2.10132E-3
224	Line 25214	2993	8.9	-62.318	-65.7	62.4535	-50.2683	270.386	0.0	40.4012	18.0791E-6
225	Line 25214	2953	9.665	-62.318	-65.7	62.4535	-50.2683	270.386	0.0	40.4012	18.0791E-6
226	Line 25215	2932	8.9	-90.0	-65.7	-2.8697	-8.43628	223.262	0.0	7.45292	-3.85401E-6
227	Line 25215	2892	9.665	-90.0	-65.7	-2.8697	-8.43628	223.262	0.0	7.45292	-3.85401E-6
228	Line 25215	2936	8.9	-84.4973	-65.7	31.2313	-31.5762	433.38	0.0	32.2361	0.751909E-3
229	Line 25215	2903	9.665	-84.4973	-65.7	31.2313	-31.5762	433.38	0.0	32.2361	0.751909E-3
230	Line 25215	2942	8.9	-78.9947	-65.7	60.8173	-24.4022	227.61	0.0	16.8047	99.4766E-6
231	Line 25215	2912	9.665	-78.9947	-65.7	60.8173	-24.4022	227.61	0.0	16.8047	99.4766E-6
232	Line 25216	2992	8.9	-117.682	-65.7	61.9827	44.2196	304.736	0.0	3.78949	25.2024E-6
233	Line 25216	2972	8.9	-112.123	-65.7	135.4	67.6809	537.428	0.0	14.9366	-2.5176E-3
234	Line 25216	2947	9.665	-117.682	-65.7	61.9827	44.2196	304.736	0.0	3.78949	25.2024E-6
235	Line 25216	2957	8.9	-106.564	-65.7	164.575	42.3193	501.653	0.0	-6.31415	-99.3835E-6
236	Line 25216	2926	9.665	-112.123	-65.7	135.4	67.6809	537.428	0.0	14.9366	-2.5176E-3
237	Line 25216	2941	8.9	-101.005	-65.7	54.7754	12.0959	237.417	0.0	2.81887	-0.351132E-3
238	Line 25216	2920	9.665	-106.564	-65.7	164.575	42.3193	501.653	0.0	-6.31415	-99.3835E-6
239	Line 25216	2910	9.665	-101.005	-65.7	54.7754	12.0959	237.417	0.0	2.81887	-0.351132E-3
240	Line 25217	2941	8.9	-101.005	-65.7	54.7754	12.0959	237.417	0.0	2.81887	-0.351132E-3
241	Line 25217	2910	9.665	-101.005	-65.7	54.7754	12.0959	237.417	0.0	2.81887	-0.351132E-3
242	Line 25217	2935	8.9	-95.5027	-65.7	23.948	-1.45275	447.103	0.0	17.1332	-0.57241E-3
243	Line 25217	2898	9.665	-95.5027	-65.7	23.948	-1.45275	447.103	0.0	17.1332	-0.57241E-3
244	Line 25217	2932	8.9	-90.0	-65.7	-2.8697	-8.43628	223.262	0.0	7.45292	-3.85401E-6
245	Line 25217	2892	9.665	-90.0	-65.7	-2.8697	-8.43628	223.262	0.0	7.45292	-3.85401E-6
246	Line 25218	4110	8.9	101.005	-65.7	62.0967	112.406	21.3927	0.0	-70.6084	-0.446334E-3
247	Line 25218	4138	9.665	101.005	-65.7	62.0967	112.406	21.3927	0.0	-70.6084	-0.446334E-3
248	Line 25218	4077	8.9	112.123	-65.7	273.814	216.008	143.964	0.0	-92.8789	5.77108E-3
249	Line 25218	4094	8.9	106.564	-65.7	231.182	222.242	149.534	0.0	-189.728	6.041E-3
250	Line 25218	4130	9.665	106.564	-65.7	231.182	222.242	149.534	0.0	-189.728	6.041E-3
251	Line 25218	4123	9.665	112.123	-65.7	273.814	216.008	143.964	0.0	-92.8789	5.77108E-3
252	Line 25218	4058	8.9	117.682	-65.7	113.41	82.5722	117.162	0.0	-44.2226	-14.3984E-6
253	Line 25218	4100	9.665	117.682	-65.7	113.41	82.5722	117.162	0.0	-44.2226	-14.3984E-6
254	Line 25219	4120	8.9	90.0	-65.7	-75.6517	3.14884	-37.1554	0.0	-110.269	-24.0049E-6
255	Line 25219	4116	8.9	95.5027	-65.7	-53.501	136.348	-48.5119	0.0	-165.771	-0.833645E-3
256	Line 25219	4157	9.665	90.0	-65.7	-75.6517	3.14884	-37.1554	0.0	-110.269	-24.0049E-6
257	Line 25219	4110	8.9	101.005	-65.7	62.0967	112.406	21.3927	0.0	-70.6084	-0.446334E-3
258	Line 25219	4151	9.665	95.5027	-65.7	-53.501	136.348	-48.5119	0.0	-165.771	-0.833645E-3
259	Line 25219	4138	9.665	101.005	-65.7	62.0967	112.406	21.3927	0.0	-70.6084	-0.446334E-3
260	Line 25220	4059	8.9	62.318	-65.7	108.555	-86.3206	127.83	0.0	-36.0046	11.0223E-6
261	Line 25220	4104	9.665	62.318	-65.7	108.555	-86.3206	127.83	0.0	-36.0046	11.0223E-6
262	Line 25220	4095	8.9	73.4357	-65.7	280.555	-200.343	104.577	0.0	-139.671	-3.3913E-3
263	Line 25220	4080	8.9	67.877	-65.7	260.356	-201.14	143.872	0.0	-63.212	-6.78139E-3
264	Line 25220	4126	9.665	67.877	-65.7	260.356	-201.14	143.872	0.0	-63.212	-6.78139E-3
265	Line 25220	4133	9.665	73.4357	-65.7	280.555	-200.343	104.577	0.0	-139.671	-3.3913E-3
266	Line 25220	4111	8.9	78.9947	-65.7	80.8015	-101.31	38.399	0.0	-97.0733	-1.23748E-3
267	Line 25220	4142	9.665	78.9947	-65.7	80.8015	-101.31	38.399	0.0	-97.0733	-1.23748E-3
268	Line 25221	4111	8.9	78.9947	-65.7	80.8015	-101.31	38.399	0.0	-97.0733	-1.23748E-3
269	Line 25221	4142	9.665	78.9947	-65.7	80.8015	-101.31	38.399	0.0	-97.0733	-1.23748E-3
270	Line 25221	4117	8.9	84.4973	-65.7	-23.4411	-129.414	-3.33336	0.0	-204.026	0.702249E-3
271	Line 25221	4152	9.665	84.4973	-65.7	-23.4411	-129.414	-3.33336	0.0	-204.026	0.702249E-3
272	Line 25221	4120	8.9	90.0	-65.7	-75.6517	3.14884	-37.1554	0.0	-110.269	-24.0049E-6
273	Line 25221	4157	9.665	90.0	-65.7	-75.6517	3.14884	-37.1554	0.0	-110.269	-24.0049E-6
