Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	04/11/19
8	Time	11:49
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Local
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
160:Disproportional Collapse T1 Column1 - Results - 25:Increment 25
 
	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
204	Line 25212	4058	8.9	117.682	-65.7	35.6533	88.7969	124.594	0.0	15.7233	-94.1798E-6
205	Line 25212	4037	8.9	123.231	-65.7	-8.63021	154.192	329.01	0.0	60.7674	0.777091E-3
206	Line 25212	4100	9.665	117.682	-65.7	35.6533	88.7969	124.594	0.0	15.7233	-94.1798E-6
207	Line 25212	4067	9.665	123.231	-65.7	-8.63021	154.192	329.01	0.0	60.7674	0.777091E-3
208	Line 25212	4014	8.9	128.78	-65.7	-69.6499	158.983	396.579	0.0	79.1866	-0.194961E-3
209	Line 25212	4041	9.665	128.78	-65.7	-69.6499	158.983	396.579	0.0	79.1866	-0.194961E-3
210	Line 25212	3986	8.9	134.329	-65.7	-113.996	169.466	480.188	0.0	93.5578	1.04733E-3
211	Line 25212	3941	8.9	139.878	-65.7	-60.2238	122.84	254.84	0.0	0.722414	-37.1893E-6
212	Line 25212	4008	9.665	134.329	-65.7	-113.996	169.466	480.188	0.0	93.5578	1.04733E-3
213	Line 25212	3973	9.665	139.878	-65.7	-60.2238	122.84	254.84	0.0	0.722414	-37.1893E-6
214	Line 25213	3941	8.9	139.878	-65.7	-60.2238	122.84	254.84	0.0	0.722414	-37.1893E-6
215	Line 25213	3926	8.9	142.018	-65.7	-112.79	211.066	335.827	0.0	38.5937	1.2644E-3
216	Line 25213	3973	9.665	139.878	-65.7	-60.2238	122.84	254.84	0.0	0.722414	-37.1893E-6
217	Line 25213	3952	9.665	142.018	-65.7	-112.79	211.066	335.827	0.0	38.5937	1.2644E-3
218	Line 25214	2942	8.9	-78.9947	-65.7	-12.5986	-45.2636	229.849	0.0	79.2163	0.533709E-3
219	Line 25214	2958	8.9	-73.4357	-65.7	21.3676	-127.355	528.211	0.0	101.838	3.26146E-3
220	Line 25214	2912	9.665	-78.9947	-65.7	-12.5986	-45.2636	229.849	0.0	79.2163	0.533709E-3
221	Line 25214	2923	9.665	-73.4357	-65.7	21.3676	-127.355	528.211	0.0	101.838	3.26146E-3
222	Line 25214	2975	8.9	-67.877	-65.7	-14.7595	-145.743	528.471	0.0	175.357	2.92524E-3
223	Line 25214	2930	9.665	-67.877	-65.7	-14.7595	-145.743	528.471	0.0	175.357	2.92524E-3
224	Line 25214	2993	8.9	-62.318	-65.7	-21.5393	-77.6609	285.085	0.0	94.7255	65.8021E-6
225	Line 25214	2953	9.665	-62.318	-65.7	-21.5393	-77.6609	285.085	0.0	94.7255	65.8021E-6
226	Line 25215	2932	8.9	-90.0	-65.7	-77.537	-24.5167	223.231	0.0	70.08	15.8905E-6
227	Line 25215	2892	9.665	-90.0	-65.7	-77.537	-24.5167	223.231	0.0	70.08	15.8905E-6
228	Line 25215	2936	8.9	-84.4973	-65.7	-116.635	-67.665	428.499	0.0	162.828	2.20509E-3
229	Line 25215	2903	9.665	-84.4973	-65.7	-116.635	-67.665	428.499	0.0	162.828	2.20509E-3
230	Line 25215	2942	8.9	-78.9947	-65.7	-12.5986	-45.2636	229.849	0.0	79.2163	0.533709E-3
231	Line 25215	2912	9.665	-78.9947	-65.7	-12.5986	-45.2636	229.849	0.0	79.2163	0.533709E-3
232	Line 25216	2992	8.9	-117.682	-65.7	-18.4013	42.3211	323.801	0.0	57.802	-12.343E-6
233	Line 25216	2972	8.9	-112.123	-65.7	-20.7048	56.8549	562.183	0.0	132.79	-3.30381E-3
234	Line 25216	2947	9.665	-117.682	-65.7	-18.4013	42.3211	323.801	0.0	57.802	-12.343E-6
235	Line 25216	2957	8.9	-106.564	-65.7	18.7185	25.8561	516.973	0.0	114.562	-0.213214E-3
236	Line 25216	2926	9.665	-112.123	-65.7	-20.7048	56.8549	562.183	0.0	132.79	-3.30381E-3
237	Line 25216	2941	8.9	-101.005	-65.7	-17.8566	3.07305	240.989	0.0	65.1059	-0.870254E-3
238	Line 25216	2920	9.665	-106.564	-65.7	18.7185	25.8561	516.973	0.0	114.562	-0.213214E-3
239	Line 25216	2910	9.665	-101.005	-65.7	-17.8566	3.07305	240.989	0.0	65.1059	-0.870254E-3
240	Line 25217	2941	8.9	-101.005	-65.7	-17.8566	3.07305	240.989	0.0	65.1059	-0.870254E-3
241	Line 25217	2910	9.665	-101.005	-65.7	-17.8566	3.07305	240.989	0.0	65.1059	-0.870254E-3
242	Line 25217	2935	8.9	-95.5027	-65.7	-123.798	-28.7974	448.438	0.0	143.824	-1.72929E-3
243	Line 25217	2898	9.665	-95.5027	-65.7	-123.798	-28.7974	448.438	0.0	143.824	-1.72929E-3
244	Line 25217	2932	8.9	-90.0	-65.7	-77.537	-24.5167	223.231	0.0	70.08	15.8905E-6
245	Line 25217	2892	9.665	-90.0	-65.7	-77.537	-24.5167	223.231	0.0	70.08	15.8905E-6
246	Line 25218	4110	8.9	101.005	-65.7	-16.4552	125.161	26.2526	0.0	-11.944	-84.6117E-6
247	Line 25218	4138	9.665	101.005	-65.7	-16.4552	125.161	26.2526	0.0	-11.944	-84.6117E-6
248	Line 25218	4077	8.9	112.123	-65.7	123.007	235.07	148.272	0.0	33.51	6.55027E-3
249	Line 25218	4094	8.9	106.564	-65.7	83.0243	244.175	164.854	0.0	-81.3294	7.38121E-3
250	Line 25218	4130	9.665	106.564	-65.7	83.0243	244.175	164.854	0.0	-81.3294	7.38121E-3
251	Line 25218	4123	9.665	112.123	-65.7	123.007	235.07	148.272	0.0	33.51	6.55027E-3
252	Line 25218	4058	8.9	117.682	-65.7	35.6533	88.7969	124.594	0.0	15.7233	-94.1798E-6
253	Line 25218	4100	9.665	117.682	-65.7	35.6533	88.7969	124.594	0.0	15.7233	-94.1798E-6
254	Line 25219	4120	8.9	90.0	-65.7	-171.39	13.3935	-24.1028	0.0	-59.7038	-26.5682E-6
255	Line 25219	4116	8.9	95.5027	-65.7	-232.014	161.098	-32.1493	0.0	-53.8183	0.193628E-3
256	Line 25219	4157	9.665	90.0	-65.7	-171.39	13.3935	-24.1028	0.0	-59.7038	-26.5682E-6
257	Line 25219	4110	8.9	101.005	-65.7	-16.4552	125.161	26.2526	0.0	-11.944	-84.6117E-6
258	Line 25219	4151	9.665	95.5027	-65.7	-232.014	161.098	-32.1493	0.0	-53.8183	0.193628E-3
259	Line 25219	4138	9.665	101.005	-65.7	-16.4552	125.161	26.2526	0.0	-11.944	-84.6117E-6
260	Line 25220	4059	8.9	62.318	-65.7	27.9336	-77.7194	132.219	0.0	21.58	65.8009E-6
261	Line 25220	4104	9.665	62.318	-65.7	27.9336	-77.7194	132.219	0.0	21.58	65.8009E-6
262	Line 25220	4095	8.9	73.4357	-65.7	129.694	-185.24	108.781	0.0	-20.6764	-4.1334E-3
263	Line 25220	4080	8.9	67.877	-65.7	104.768	-186.267	141.765	0.0	63.0553	-7.93669E-3
264	Line 25220	4126	9.665	67.877	-65.7	104.768	-186.267	141.765	0.0	63.0553	-7.93669E-3
265	Line 25220	4133	9.665	73.4357	-65.7	129.694	-185.24	108.781	0.0	-20.6764	-4.1334E-3
266	Line 25220	4111	8.9	78.9947	-65.7	-0.308516	-93.8449	47.2941	0.0	-44.274	-1.99037E-3
267	Line 25220	4142	9.665	78.9947	-65.7	-0.308516	-93.8449	47.2941	0.0	-44.274	-1.99037E-3
268	Line 25221	4111	8.9	78.9947	-65.7	-0.308516	-93.8449	47.2941	0.0	-44.274	-1.99037E-3
269	Line 25221	4142	9.665	78.9947	-65.7	-0.308516	-93.8449	47.2941	0.0	-44.274	-1.99037E-3
270	Line 25221	4117	8.9	84.4973	-65.7	-202.836	-114.654	26.2944	0.0	-100.36	-0.395962E-3
271	Line 25221	4152	9.665	84.4973	-65.7	-202.836	-114.654	26.2944	0.0	-100.36	-0.395962E-3
272	Line 25221	4120	8.9	90.0	-65.7	-171.39	13.3935	-24.1028	0.0	-59.7038	-26.5682E-6
273	Line 25221	4157	9.665	90.0	-65.7	-171.39	13.3935	-24.1028	0.0	-59.7038	-26.5682E-6
