	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
1	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
228	Line 25215	2936	8.9	-84.4973	-65.7	292.128	-29.6264	530.03	0.0	393.965	3.53242E-3
229	Line 25215	2903	9.665	-84.4973	-65.7	292.128	-29.6264	530.03	0.0	393.965	3.53242E-3
230	Line 25215	2942	8.9	-78.9947	-65.7	188.265	-20.9172	262.122	0.0	211.865	1.46796E-3
231	Line 25215	2912	9.665	-78.9947	-65.7	188.265	-20.9172	262.122	0.0	211.865	1.46796E-3
232	Line 25216	2992	8.9	-117.682	-65.7	201.383	27.5279	318.89	0.0	213.393	-0.157187E-3
233	Line 25216	2972	8.9	-112.123	-65.7	409.962	44.9768	586.902	0.0	415.061	-0.722956E-3
234	Line 25216	2947	9.665	-117.682	-65.7	201.383	27.5279	318.89	0.0	213.393	-0.157187E-3
235	Line 25216	2957	8.9	-106.564	-65.7	414.534	31.2741	564.107	0.0	391.574	-0.379213E-3
236	Line 25216	2926	9.665	-112.123	-65.7	409.962	44.9768	586.902	0.0	415.061	-0.722956E-3
237	Line 25216	2941	8.9	-101.005	-65.7	182.058	7.67208	274.407	0.0	194.503	-1.21388E-3
238	Line 25216	2920	9.665	-106.564	-65.7	414.534	31.2741	564.107	0.0	391.574	-0.379213E-3
239	Line 25216	2910	9.665	-101.005	-65.7	182.058	7.67208	274.407	0.0	194.503	-1.21388E-3
240	Line 25217	2941	8.9	-101.005	-65.7	182.058	7.67208	274.407	0.0	194.503	-1.21388E-3
241	Line 25217	2910	9.665	-101.005	-65.7	182.058	7.67208	274.407	0.0	194.503	-1.21388E-3
242	Line 25217	2935	8.9	-95.5027	-65.7	287.361	0.026308	536.325	0.0	383.51	-3.65886E-3
243	Line 25217	2898	9.665	-95.5027	-65.7	287.361	0.026308	536.325	0.0	383.51	-3.65886E-3
244	Line 25217	2932	8.9	-90.0	-65.7	129.413	-7.05657	268.216	0.0	191.134	21.0412E-6
245	Line 25217	2892	9.665	-90.0	-65.7	129.413	-7.05657	268.216	0.0	191.134	21.0412E-6
246	Line 25218	4110	8.9	101.005	-65.7	215.409	108.603	46.8981	0.0	134.228	0.814053E-3
247	Line 25218	4138	9.665	101.005	-65.7	215.409	108.603	46.8981	0.0	134.228	0.814053E-3
248	Line 25218	4077	8.9	112.123	-65.7	556.527	222.033	211.723	0.0	312.35	2.8951E-3
249	Line 25218	4094	8.9	106.564	-65.7	516.494	219.232	183.321	0.0	254.264	2.24228E-3
250	Line 25218	4130	9.665	106.564	-65.7	516.494	219.232	183.321	0.0	254.264	2.24228E-3
251	Line 25218	4123	9.665	112.123	-65.7	556.527	222.033	211.723	0.0	312.35	2.8951E-3
252	Line 25218	4058	8.9	117.682	-65.7	258.267	91.5229	145.839	0.0	164.262	-0.23032E-3
253	Line 25218	4100	9.665	117.682	-65.7	258.267	91.5229	145.839	0.0	164.262	-0.23032E-3
254	Line 25219	4120	8.9	90.0	-65.7	97.6509	3.54079	-16.7673	0.0	98.77	-25.8143E-6
255	Line 25219	4116	8.9	95.5027	-65.7	281.024	131.075	8.87605	0.0	234.154	2.38035E-3
256	Line 25219	4157	9.665	90.0	-65.7	97.6509	3.54079	-16.7673	0.0	98.77	-25.8143E-6
257	Line 25219	4110	8.9	101.005	-65.7	215.409	108.603	46.8981	0.0	134.228	0.814053E-3
258	Line 25219	4151	9.665	95.5027	-65.7	281.024	131.075	8.87605	0.0	234.154	2.38035E-3
259	Line 25219	4138	9.665	101.005	-65.7	215.409	108.603	46.8981	0.0	134.228	0.814053E-3
260	Line 25220	4059	8.9	62.318	-65.7	252.385	-92.1599	152.559	0.0	173.908	0.184969E-3
261	Line 25220	4104	9.665	62.318	-65.7	252.385	-92.1599	152.559	0.0	173.908	0.184969E-3
262	Line 25220	4095	8.9	73.4357	-65.7	550.13	-204.027	161.955	0.0	277.919	-1.5003E-3
263	Line 25220	4080	8.9	67.877	-65.7	542.52	-209.737	214.26	0.0	335.803	-3.16199E-3
264	Line 25220	4126	9.665	67.877	-65.7	542.52	-209.737	214.26	0.0	335.803	-3.16199E-3
265	Line 25220	4133	9.665	73.4357	-65.7	550.13	-204.027	161.955	0.0	277.919	-1.5003E-3
266	Line 25220	4111	8.9	78.9947	-65.7	229.371	-100.133	55.5067	0.0	122.386	-1.36711E-3
267	Line 25220	4142	9.665	78.9947	-65.7	229.371	-100.133	55.5067	0.0	122.386	-1.36711E-3
268	Line 25221	4111	8.9	78.9947	-65.7	229.371	-100.133	55.5067	0.0	122.386	-1.36711E-3
269	Line 25221	4142	9.665	78.9947	-65.7	229.371	-100.133	55.5067	0.0	122.386	-1.36711E-3
270	Line 25221	4117	8.9	84.4973	-65.7	302.35	-121.722	26.6566	0.0	218.32	-2.67416E-3
271	Line 25221	4152	9.665	84.4973	-65.7	302.35	-121.722	26.6566	0.0	218.32	-2.67416E-3
272	Line 25221	4120	8.9	90.0	-65.7	97.6509	3.54079	-16.7673	0.0	98.77	-25.8143E-6
273	Line 25221	4157	9.665	90.0	-65.7	97.6509	3.54079	-16.7673	0.0	98.77	-25.8143E-6
