Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	04/11/19
8	Time	11:49
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Local
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
138:Seismic 1 - Results - 25:Increment 25
 
	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
205	Line 25212	4037	8.9	123.231	-65.7	-20.0865	99.177	329.093	0.0	83.5482	0.73879E-3
206	Line 25212	4100	9.665	117.682	-65.7	32.223	60.4262	125.286	0.0	25.8062	-0.105274E-3
207	Line 25212	4067	9.665	123.231	-65.7	-20.0865	99.177	329.093	0.0	83.5482	0.73879E-3
208	Line 25212	4014	8.9	128.78	-65.7	-86.1219	106.936	396.291	0.0	104.209	-0.216965E-3
209	Line 25212	4041	9.665	128.78	-65.7	-86.1219	106.936	396.291	0.0	104.209	-0.216965E-3
210	Line 25212	3986	8.9	134.329	-65.7	-135.649	121.23	479.091	0.0	120.348	0.992957E-3
211	Line 25212	3941	8.9	139.878	-65.7	-69.4707	107.681	253.826	0.0	6.97664	-0.116497E-3
212	Line 25212	4008	9.665	134.329	-65.7	-135.649	121.23	479.091	0.0	120.348	0.992957E-3
213	Line 25212	3973	9.665	139.878	-65.7	-69.4707	107.681	253.826	0.0	6.97664	-0.116497E-3
214	Line 25213	3941	8.9	139.878	-65.7	-69.4707	107.681	253.826	0.0	6.97664	-0.116497E-3
215	Line 25213	3926	8.9	142.018	-65.7	-122.885	197.694	334.783	0.0	44.5981	1.19534E-3
216	Line 25213	3973	9.665	139.878	-65.7	-69.4707	107.681	253.826	0.0	6.97664	-0.116497E-3
217	Line 25213	3952	9.665	142.018	-65.7	-122.885	197.694	334.783	0.0	44.5981	1.19534E-3
218	Line 25214	2942	8.9	-78.9947	-65.7	-12.3537	-18.084	235.444	0.0	87.8941	0.594275E-3
219	Line 25214	2958	8.9	-73.4357	-65.7	20.2864	-74.7986	537.073	0.0	125.273	3.16968E-3
220	Line 25214	2912	9.665	-78.9947	-65.7	-12.3537	-18.084	235.444	0.0	87.8941	0.594275E-3
221	Line 25214	2923	9.665	-73.4357	-65.7	20.2864	-74.7986	537.073	0.0	125.273	3.16968E-3
222	Line 25214	2975	8.9	-67.877	-65.7	-17.0822	-95.9256	537.425	0.0	201.343	2.84309E-3
223	Line 25214	2930	9.665	-67.877	-65.7	-17.0822	-95.9256	537.425	0.0	201.343	2.84309E-3
224	Line 25214	2993	8.9	-62.318	-65.7	-23.6037	-54.2569	289.111	0.0	110.2	75.2052E-6
225	Line 25214	2953	9.665	-62.318	-65.7	-23.6037	-54.2569	289.111	0.0	110.2	75.2052E-6
226	Line 25215	2932	8.9	-90.0	-65.7	-75.8668	5.52678	228.791	0.0	75.9145	15.1936E-6
227	Line 25215	2892	9.665	-90.0	-65.7	-75.8668	5.52678	228.791	0.0	75.9145	15.1936E-6
228	Line 25215	2936	8.9	-84.4973	-65.7	-114.619	-10.8911	440.498	0.0	176.116	2.29473E-3
229	Line 25215	2903	9.665	-84.4973	-65.7	-114.619	-10.8911	440.498	0.0	176.116	2.29473E-3
230	Line 25215	2942	8.9	-78.9947	-65.7	-12.3537	-18.084	235.444	0.0	87.8941	0.594275E-3
231	Line 25215	2912	9.665	-78.9947	-65.7	-12.3537	-18.084	235.444	0.0	87.8941	0.594275E-3
232	Line 25216	2992	8.9	-117.682	-65.7	-22.3074	77.3836	325.663	0.0	66.8623	-20.3294E-6
233	Line 25216	2972	8.9	-112.123	-65.7	-24.3074	127.655	567.653	0.0	147.993	-3.28917E-3
234	Line 25216	2947	9.665	-117.682	-65.7	-22.3074	77.3836	325.663	0.0	66.8623	-20.3294E-6
235	Line 25216	2957	8.9	-106.564	-65.7	18.957	95.379	524.007	0.0	127.382	-0.228856E-3
236	Line 25216	2926	9.665	-112.123	-65.7	-24.3074	127.655	567.653	0.0	147.993	-3.28917E-3
237	Line 25216	2941	8.9	-101.005	-65.7	-15.9127	36.105	245.261	0.0	70.6591	-0.905001E-3
238	Line 25216	2920	9.665	-106.564	-65.7	18.957	95.379	524.007	0.0	127.382	-0.228856E-3
239	Line 25216	2910	9.665	-101.005	-65.7	-15.9127	36.105	245.261	0.0	70.6591	-0.905001E-3
240	Line 25217	2941	8.9	-101.005	-65.7	-15.9127	36.105	245.261	0.0	70.6591	-0.905001E-3
241	Line 25217	2910	9.665	-101.005	-65.7	-15.9127	36.105	245.261	0.0	70.6591	-0.905001E-3
242	Line 25217	2935	8.9	-95.5027	-65.7	-119.494	35.3421	458.704	0.0	154.59	-1.84281E-3
243	Line 25217	2898	9.665	-95.5027	-65.7	-119.494	35.3421	458.704	0.0	154.59	-1.84281E-3
244	Line 25217	2932	8.9	-90.0	-65.7	-75.8668	5.52678	228.791	0.0	75.9145	15.1936E-6
245	Line 25217	2892	9.665	-90.0	-65.7	-75.8668	5.52678	228.791	0.0	75.9145	15.1936E-6
246	Line 25218	4110	8.9	101.005	-65.7	-13.6728	98.1554	28.0372	0.0	-4.20955	-36.6008E-6
247	Line 25218	4138	9.665	101.005	-65.7	-13.6728	98.1554	28.0372	0.0	-4.20955	-36.6008E-6
248	Line 25218	4077	8.9	112.123	-65.7	120.628	177.629	150.869	0.0	51.3757	6.52543E-3
249	Line 25218	4094	8.9	106.564	-65.7	85.2857	187.822	167.692	0.0	-64.9	7.33405E-3
250	Line 25218	4130	9.665	106.564	-65.7	85.2857	187.822	167.692	0.0	-64.9	7.33405E-3
251	Line 25218	4123	9.665	112.123	-65.7	120.628	177.629	150.869	0.0	51.3757	6.52543E-3
252	Line 25218	4058	8.9	117.682	-65.7	32.223	60.4262	125.286	0.0	25.8062	-0.105274E-3
253	Line 25218	4100	9.665	117.682	-65.7	32.223	60.4262	125.286	0.0	25.8062	-0.105274E-3
254	Line 25219	4120	8.9	90.0	-65.7	-168.66	-10.3143	-21.4848	0.0	-51.1233	-28.928E-6
255	Line 25219	4116	8.9	95.5027	-65.7	-225.561	109.969	-27.9147	0.0	-38.224	0.320665E-3
256	Line 25219	4157	9.665	90.0	-65.7	-168.66	-10.3143	-21.4848	0.0	-51.1233	-28.928E-6
257	Line 25219	4110	8.9	101.005	-65.7	-13.6728	98.1554	28.0372	0.0	-4.20955	-36.6008E-6
258	Line 25219	4151	9.665	95.5027	-65.7	-225.561	109.969	-27.9147	0.0	-38.224	0.320665E-3
259	Line 25219	4138	9.665	101.005	-65.7	-13.6728	98.1554	28.0372	0.0	-4.20955	-36.6008E-6
260	Line 25220	4059	8.9	62.318	-65.7	26.8218	-95.4919	137.216	0.0	39.7388	82.1089E-6
261	Line 25220	4104	9.665	62.318	-65.7	26.8218	-95.4919	137.216	0.0	39.7388	82.1089E-6
262	Line 25220	4095	8.9	73.4357	-65.7	131.456	-225.824	117.915	0.0	6.77323	-4.12986E-3
263	Line 25220	4080	8.9	67.877	-65.7	104.773	-224.244	151.174	0.0	94.7548	-7.87804E-3
264	Line 25220	4126	9.665	67.877	-65.7	104.773	-224.244	151.174	0.0	94.7548	-7.87804E-3
265	Line 25220	4133	9.665	73.4357	-65.7	131.456	-225.824	117.915	0.0	6.77323	-4.12986E-3
266	Line 25220	4111	8.9	78.9947	-65.7	1.27848	-115.533	51.6114	0.0	-32.5178	-2.0468E-3
267	Line 25220	4142	9.665	78.9947	-65.7	1.27848	-115.533	51.6114	0.0	-32.5178	-2.0468E-3
268	Line 25221	4111	8.9	78.9947	-65.7	1.27848	-115.533	51.6114	0.0	-32.5178	-2.0468E-3
269	Line 25221	4142	9.665	78.9947	-65.7	1.27848	-115.533	51.6114	0.0	-32.5178	-2.0468E-3
270	Line 25221	4117	8.9	84.4973	-65.7	-198.112	-159.403	33.352	0.0	-80.6684	-0.574341E-3
271	Line 25221	4152	9.665	84.4973	-65.7	-198.112	-159.403	33.352	0.0	-80.6684	-0.574341E-3
272	Line 25221	4120	8.9	90.0	-65.7	-168.66	-10.3143	-21.4848	0.0	-51.1233	-28.928E-6
273	Line 25221	4157	9.665	90.0	-65.7	-168.66	-10.3143	-21.4848	0.0	-51.1233	-28.928E-6
